Square,NumChecklists,NumBirdChecklists,NumBirds
3799;-12198,1.0,0.0,0
4066;-12230,10.0,0.0,0
3776;-11908,9.0,2.0,2.0
3773;-11961,1.0,1.0,3.0
3410;-11822,22.0,0.0,0
4042;-12069,1.0,1.0,12.0
4015;-12224,1.0,0.0,0
3740;-12195,253.0,1.0,0.0
3786;-12253,4.0,3.0,6.0
3623;-11796,2.0,0.0,0
3989;-12052,3.0,0.0,0
3744;-11974,1.0,0.0,0
3532;-12048,6.0,0.0,0
3403;-11815,9.0,0.0,0
4184;-12090,1.0,0.0,0
3676;-11982,5.0,0.0,0
3732;-11901,1.0,0.0,0
3364;-11781,1.0,0.0,0
3287;-11844,2.0,0.0,0
3430;-11814,1.0,0.0,0
3703;-12205,2.0,1.0,3.0
3398;-11842,2.0,0.0,0
3386;-11712,1.0,0.0,0
3766;-12087,2.0,0.0,0
3397;-11841,73.0,0.0,0
3773;-12144,3.0,0.0,0
3385;-11827,11.0,0.0,0
3730;-12234,21.0,4.0,5.0
3858;-11980,1.0,0.0,0
3950;-12119,1.0,1.0,2.0
3714;-12177,38.0,26.0,109.0
3765;-12180,1.0,0.0,0
4027;-12380,5.0,5.0,9.0
3886;-11981,2.0,0.0,0
3811;-12161,2.0,0.0,0
4049;-12243,2.0,0.0,0
4167;-12209,10.0,0.0,0
3427;-11888,4.0,0.0,0
3455;-11924,1.0,0.0,0
3395;-11826,1.0,0.0,0
3733;-12003,2.0,0.0,0
3958;-12033,32.0,10.0,31.0
3803;-11919,5.0,0.0,0
4035;-12163,1.0,1.0,1.0
3740;-12208,4.0,0.0,0
4154;-12236,1.0,0.0,0
3271;-11503,1.0,0.0,0
3371;-11694,1.0,0.0,0
3895;-12103,1.0,0.0,0
3768;-12060,1.0,0.0,0
4023;-12187,1.0,0.0,0
3834;-12093,3.0,0.0,0
3317;-11734,9.0,0.0,0
4071;-12419,1.0,1.0,4.0
3773;-11882,1.0,0.0,0
3440;-11932,1.0,0.0,0
3503;-11814,3.0,0.0,0
3407;-11870,9.0,0.0,0
3900;-12241,2.0,0.0,0
4086;-12392,5.0,5.0,16.0
3381;-11803,3.0,0.0,0
4002;-12112,4.0,4.0,8.0
3877;-12104,2.0,0.0,0
4029;-12180,5.0,2.0,2.0
3697;-12188,9.0,8.0,23.0
3380;-11655,2.0,0.0,0
3834;-11935,1.0,0.0,0
3832;-12170,2.0,0.0,0
3735;-12148,15.0,0.0,0
3789;-11912,3.0,1.0,1.0
3920;-12105,7.0,4.0,6.0
3820;-12230,2.0,0.0,0
3837;-11956,1.0,1.0,2.0
3716;-11928,7.0,6.0,35.0
3691;-12165,1.0,1.0,2.0
3751;-12225,2.0,0.0,0
3632;-11933,2.0,0.0,0
3765;-12096,33.0,0.0,0
4182;-12265,1.0,0.0,0
3391;-11839,15.0,0.0,0
4001;-12153,1.0,0.0,0
4041;-12197,1.0,0.0,0
3681;-12011,2.0,0.0,0
3953;-12116,18.0,17.0,30.0
3794;-12271,1.0,0.0,0
4183;-12143,1.0,0.0,0
3401;-11969,2.0,0.0,0
3407;-11851,2.0,0.0,0
3261;-11659,3.0,0.0,0
3855;-12138,4.0,0.0,0
3967;-12044,4.0,0.0,0
3356;-11758,1.0,0.0,0
3372;-11827,17.0,0.0,0
3297;-11700,2.0,0.0,0
4174;-12262,4.0,0.0,0
3919;-12088,3.0,1.0,1.0
3875;-12073,1.0,1.0,0.0
3619;-11848,1.0,1.0,2.0
3590;-11865,1.0,0.0,0
3458;-11926,2.0,2.0,12.0
3840;-12287,7.0,7.0,13.0
3835;-12275,17.0,0.0,0
3482;-12029,1.0,0.0,0
3799;-12032,3.0,0.0,0
3826;-12233,1.0,0.0,0
3704;-12078,1.0,0.0,0
4024;-12122,2.0,1.0,2.0
3742;-12186,6.0,0.0,0
4059;-12237,106.0,0.0,0
3294;-11698,2.0,0.0,0
3786;-12226,1.0,0.0,0
3655;-11877,2.0,0.0,0
3302;-11666,1.0,0.0,0
3908;-12113,1.0,0.0,0
3429;-11828,1.0,0.0,0
3786;-12228,9.0,0.0,0
3830;-12274,6.0,0.0,0
3812;-12260,2.0,0.0,0
3272;-11712,8.0,0.0,0
3868;-12149,3.0,0.0,0
4151;-12402,12.0,1.0,1.0
3951;-12015,16.0,0.0,0
3856;-12159,1.0,0.0,0
3843;-12255,1.0,1.0,3.0
3380;-11649,2.0,0.0,0
3812;-12045,1.0,0.0,0
3567;-11834,14.0,0.0,0
3473;-11924,1.0,0.0,0
3713;-12160,98.0,0.0,0
3740;-12213,2.0,0.0,0
3765;-12100,1.0,0.0,0
3480;-11857,65.0,0.0,0
3554;-11549,2.0,0.0,0
3735;-11818,4.0,0.0,0
3474;-11848,10.0,0.0,0
3925;-12294,1.0,1.0,1.0
3745;-12200,1.0,0.0,0
3353;-11775,1.0,0.0,0
3410;-11814,6.0,0.0,0
3737;-12211,25.0,7.0,15.0
3852;-12109,27.0,0.0,0
3954;-12190,3.0,0.0,0
3931;-12022,21.0,12.0,41.0
3778;-12250,136.0,15.0,19.0
3766;-12187,7.0,0.0,0
3596;-11842,1.0,1.0,2.0
3911;-12290,2.0,0.0,0
3325;-11736,1.0,0.0,0
3466;-12005,2.0,0.0,0
3930;-12211,3.0,0.0,0
4148;-12282,1.0,0.0,0
3648;-12116,5.0,0.0,0
4013;-12062,2.0,2.0,5.0
3753;-12251,1.0,0.0,0
3322;-11556,1.0,0.0,0
3972;-12030,63.0,0.0,0
3998;-12109,1.0,1.0,4.0
3714;-12166,1.0,0.0,0
3447;-12001,2.0,0.0,0
3480;-12034,1.0,0.0,0
4090;-12406,14.0,9.0,25.0
3994;-12095,48.0,28.0,58.0
3422;-11902,11.0,0.0,0
3284;-11839,1.0,0.0,0
3708;-12209,2.0,0.0,0
4011;-12314,2.0,0.0,0
4121;-12395,2.0,2.0,6.0
3871;-12059,1.0,0.0,0
3855;-12133,154.0,0.0,0
3718;-12186,1.0,1.0,4.0
3396;-11792,11.0,0.0,0
3609;-11890,8.0,0.0,0
3416;-11800,7.0,0.0,0
3486;-12041,2.0,0.0,0
3798;-12246,12.0,0.0,0
3378;-11811,1.0,0.0,0
3646;-11866,1.0,1.0,2.0
3444;-11985,10.0,0.0,0
3502;-11818,1.0,0.0,0
3277;-11647,1.0,0.0,0
3273;-11713,26.0,0.0,0
3817;-11919,2.0,0.0,0
3730;-12217,31.0,20.0,88.0
3276;-11686,4.0,0.0,0
3655;-12191,2.0,1.0,1.0
3305;-11727,3.0,0.0,0
3566;-11839,5.0,0.0,0
3640;-12158,18.0,4.0,8.0
3753;-11928,1.0,0.0,0
3845;-12139,1.0,0.0,0
3349;-11583,4.0,0.0,0
3374;-11766,1.0,0.0,0
3481;-11909,44.0,36.0,89.0
3927;-12221,1.0,0.0,0
3739;-12239,3.0,1.0,1.0
3848;-12090,2.0,1.0,1.0
3942;-12077,2.0,0.0,0
3645;-11957,11.0,0.0,0
3781;-12006,5.0,0.0,0
3852;-12280,3.0,0.0,0
4200;-12182,7.0,0.0,0
3829;-12227,1.0,0.0,0
3698;-11940,1.0,0.0,0
3491;-12062,1.0,0.0,0
3719;-12219,1.0,1.0,1.0
3774;-12214,7.0,1.0,6.0
3271;-11717,8.0,0.0,0
3841;-12081,1.0,0.0,0
3950;-12019,15.0,6.0,6.0
3949;-12167,6.0,0.0,0
3726;-11868,2.0,0.0,0
3304;-11498,1.0,0.0,0
4083;-12412,6.0,0.0,0
3401;-11837,6.0,0.0,0
3426;-11921,6.0,0.0,0
3430;-11688,2.0,2.0,8.0
3417;-11886,2.0,0.0,0
4121;-12343,1.0,1.0,2.0
3715;-12187,5.0,4.0,7.0
3772;-11962,12.0,5.0,16.0
3920;-12119,15.0,1.0,1.0
3844;-12147,202.0,0.0,0
3416;-11804,5.0,0.0,0
3698;-12157,1.0,0.0,0
3886;-12243,1.0,0.0,0
3276;-11717,3.0,0.0,0
3422;-11767,2.0,1.0,3.0
3446;-11989,25.0,1.0,1.0
3403;-11847,2.0,0.0,0
3684;-12139,1.0,0.0,0
3542;-12074,192.0,185.0,1329.0
3364;-11744,6.0,0.0,0
3972;-12196,1.0,0.0,0
3407;-11834,1.0,0.0,0
3709;-11931,3.0,3.0,17.0
3742;-12220,4.0,0.0,0
3429;-11824,1.0,0.0,0
3385;-11782,14.0,0.0,0
3262;-11696,3.0,0.0,0
4078;-12150,1.0,0.0,0
3948;-12012,1.0,0.0,0
3347;-11711,2.0,0.0,0
3442;-11988,66.0,0.0,0
3764;-12032,1.0,0.0,0
3256;-11713,67.0,0.0,0
3532;-11887,15.0,0.0,0
3876;-12149,1.0,0.0,0
3853;-12150,5.0,0.0,0
3403;-11791,1.0,0.0,0
3393;-11843,2.0,0.0,0
4155;-12408,4.0,1.0,2.0
3404;-11826,6.0,0.0,0
3699;-12201,3.0,3.0,15.0
4033;-12394,2.0,1.0,1.0
3610;-11886,4.0,0.0,0
3613;-11862,1.0,1.0,5.0
4125;-12213,9.0,4.0,6.0
4010;-12407,6.0,5.0,14.0
3827;-12224,14.0,6.0,13.0
3722;-12183,1.0,0.0,0
3412;-11831,8.0,0.0,0
3856;-12192,1.0,0.0,0
3387;-11792,1.0,0.0,0
4000;-12096,1.0,0.0,0
3427;-11845,1.0,0.0,0
3832;-11961,1.0,1.0,1.0
3725;-12212,2.0,2.0,8.0
3750;-12182,2.0,2.0,4.0
3736;-11836,28.0,0.0,0
3773;-12224,5.0,0.0,0
3788;-12251,4.0,0.0,0
3882;-12125,1.0,0.0,0
3422;-11694,3.0,0.0,0
3740;-11941,1.0,1.0,2.0
3740;-12045,1.0,0.0,0
3828;-12228,4.0,0.0,0
3442;-11860,1.0,0.0,0
3841;-12136,7.0,0.0,0
3852;-12195,1.0,0.0,0
3794;-12270,1.0,1.0,5.0
3408;-11851,2.0,0.0,0
3937;-12007,1.0,1.0,1.0
3849;-12274,1.0,0.0,0
4128;-12357,3.0,0.0,0
3785;-12169,1.0,0.0,0
3757;-12197,10.0,0.0,0
3927;-12087,1.0,1.0,7.0
3853;-12074,1.0,0.0,0
3326;-11677,1.0,0.0,0
3788;-12199,35.0,13.0,26.0
3727;-12190,6.0,0.0,0
3441;-11951,2.0,0.0,0
3670;-12178,10.0,0.0,0
3700;-12199,21.0,21.0,109.0
4015;-12346,2.0,1.0,1.0
3534;-11934,4.0,0.0,0
3400;-11691,1.0,0.0,0
3970;-12062,1.0,0.0,0
3400;-11605,4.0,0.0,0
3725;-12185,1.0,0.0,0
3681;-12179,356.0,0.0,0
3784;-12211,33.0,8.0,8.0
3857;-12163,1.0,0.0,0
4003;-12123,2.0,0.0,0
3697;-12189,1.0,1.0,1.0
3303;-11704,30.0,0.0,0
3814;-12106,1.0,0.0,0
3673;-12129,5.0,1.0,1.0
4046;-12436,9.0,8.0,16.0
3412;-11643,1.0,0.0,0
3400;-11838,76.0,0.0,0
4077;-12418,7.0,0.0,0
3944;-12379,2.0,2.0,4.0
3501;-11754,92.0,0.0,0
3409;-11801,1.0,0.0,0
3481;-11702,1.0,0.0,0
3923;-12085,6.0,6.0,14.0
4014;-12114,2.0,2.0,8.0
3324;-11635,45.0,0.0,0
3776;-12229,2.0,0.0,0
3405;-11704,10.0,0.0,0
3736;-12192,1.0,0.0,0
3396;-11843,29.0,0.0,0
3805;-12178,7.0,0.0,0
3815;-12284,1.0,0.0,0
3864;-12130,1.0,0.0,0
3749;-11995,16.0,0.0,0
3603;-11954,10.0,0.0,0
3848;-12247,2.0,1.0,2.0
3661;-11812,2.0,0.0,0
3443;-11989,4.0,0.0,0
3735;-12188,2.0,0.0,0
3399;-11690,1.0,0.0,0
3388;-11792,10.0,0.0,0
3500;-11771,6.0,0.0,0
3884;-12271,6.0,3.0,7.0
3545;-12095,1.0,0.0,0
3969;-12182,6.0,0.0,0
3438;-11843,11.0,0.0,0
3629;-12183,1.0,0.0,0
3721;-11920,1.0,1.0,0.0
3402;-11837,5.0,0.0,0
3904;-12127,6.0,0.0,0
3548;-11961,1.0,0.0,0
3827;-12228,1.0,0.0,0
3547;-12100,18.0,0.0,0
3673;-11991,2.0,0.0,0
3504;-11864,5.0,0.0,0
3651;-12179,1.0,0.0,0
3309;-11647,19.0,0.0,0
3736;-11834,2.0,0.0,0
3808;-12173,3.0,0.0,0
3445;-11924,1.0,0.0,0
3876;-12111,4.0,0.0,0
3420;-11708,9.0,5.0,8.0
3670;-12129,2.0,0.0,0
3425;-11679,3.0,0.0,0
3750;-11934,1.0,1.0,1.0
4088;-12361,61.0,25.0,40.0
3938;-12309,99.0,57.0,112.0
3788;-12232,1.0,0.0,0
3568;-11838,1.0,0.0,0
3959;-12252,1.0,0.0,0
3806;-11911,2.0,0.0,0
3767;-12215,2.0,0.0,0
3763;-12154,10.0,0.0,0
3426;-11803,3.0,0.0,0
4026;-12065,1.0,0.0,0
4152;-12398,18.0,6.0,10.0
3798;-12064,11.0,0.0,0
3401;-11608,1.0,0.0,0
3382;-11819,7.0,0.0,0
3280;-11704,1.0,0.0,0
3763;-12031,1.0,0.0,0
3687;-12179,2.0,0.0,0
3297;-11554,8.0,0.0,0
3910;-12127,1.0,0.0,0
3403;-11886,1.0,0.0,0
3907;-12144,1.0,0.0,0
3748;-12227,30.0,7.0,8.0
3749;-12231,27.0,0.0,0
3853;-12199,3.0,0.0,0
3793;-12205,2.0,0.0,0
3660;-12187,2.0,0.0,0
3802;-12278,1.0,1.0,1.0
3804;-12249,1.0,0.0,0
3848;-12281,2.0,0.0,0
4072;-12422,17.0,2.0,2.0
3712;-12026,1.0,0.0,0
3768;-11955,1.0,1.0,1.0
3874;-11977,55.0,33.0,78.0
3532;-11907,1.0,0.0,0
3471;-11566,1.0,0.0,0
3366;-11629,1.0,0.0,0
3321;-11630,4.0,0.0,0
3666;-12182,7.0,1.0,1.0
3419;-11920,2.0,0.0,0
3757;-12230,11.0,0.0,0
3774;-12191,1.0,0.0,0
3662;-12168,12.0,0.0,0
3346;-11770,25.0,0.0,0
3723;-11865,2.0,0.0,0
3760;-11874,16.0,0.0,0
4098;-12411,1.0,0.0,0
3423;-11686,2.0,2.0,2.0
3781;-11993,3.0,2.0,5.0
3852;-12175,1.0,0.0,0
3428;-11852,18.0,0.0,0
3727;-12240,6.0,1.0,1.0
3518;-12072,1.0,0.0,0
3311;-11678,3.0,0.0,0
3744;-12215,2.0,0.0,0
4149;-12115,1.0,0.0,0
4068;-12129,1.0,1.0,2.0
3858;-11950,2.0,0.0,0
3411;-11841,5.0,0.0,0
4031;-12121,2.0,0.0,0
3860;-12285,1.0,0.0,0
3688;-12160,24.0,17.0,39.0
3596;-11957,1.0,0.0,0
4089;-12358,4.0,0.0,0
4047;-12227,1.0,0.0,0
3365;-11786,14.0,0.0,0
3530;-11928,1.0,0.0,0
3852;-12276,2.0,0.0,0
3426;-11866,10.0,0.0,0
3663;-11880,3.0,3.0,4.0
3588;-11881,1.0,0.0,0
3790;-12236,8.0,0.0,0
4061;-12147,1.0,1.0,2.0
3798;-12259,3.0,0.0,0
3637;-12064,3.0,3.0,6.0
3446;-12002,19.0,0.0,0
3845;-12284,4.0,0.0,0
4154;-12248,1.0,0.0,0
3460;-12062,2.0,0.0,0
3625;-11865,3.0,0.0,0
3448;-12011,1.0,0.0,0
3849;-12003,8.0,2.0,2.0
3635;-11965,1.0,0.0,0
3890;-12158,1.0,0.0,0
3299;-11855,297.0,0.0,0
4088;-12353,1.0,0.0,0
4129;-12356,1.0,0.0,0
3973;-12038,6.0,1.0,1.0
3385;-11570,1.0,0.0,0
3653;-12189,1.0,0.0,0
3723;-12175,2.0,0.0,0
3296;-11726,2.0,0.0,0
4144;-12116,2.0,0.0,0
3423;-11809,2.0,2.0,6.0
3470;-11965,14.0,11.0,30.0
3379;-11641,1.0,0.0,0
4011;-12147,14.0,4.0,37.0
4077;-12395,1.0,1.0,2.0
3332;-11834,5.0,0.0,0
3799;-12041,1.0,0.0,0
3529;-11934,1.0,0.0,0
3776;-12243,189.0,5.0,5.0
3760;-11901,3.0,0.0,0
3445;-11992,3.0,0.0,0
3536;-12084,3.0,0.0,0
3287;-11611,4.0,0.0,0
3845;-12167,9.0,0.0,0
3866;-12173,3.0,0.0,0
3791;-12231,3.0,0.0,0
3869;-12110,2.0,0.0,0
3405;-11807,17.0,0.0,0
4021;-12218,1.0,0.0,0
3310;-11717,1.0,0.0,0
3371;-11581,1.0,0.0,0
3721;-12177,4.0,0.0,0
3366;-11793,2.0,0.0,0
3818;-12259,2.0,1.0,2.0
3778;-12017,9.0,9.0,17.0
3899;-12284,1.0,0.0,0
3855;-12239,2.0,0.0,0
3856;-12172,3.0,0.0,0
4022;-12364,1.0,1.0,2.0
3750;-11871,9.0,8.0,30.0
3776;-11911,6.0,3.0,15.0
3820;-12277,1.0,0.0,0
3440;-11986,1.0,0.0,0
3827;-12227,3.0,0.0,0
3427;-11838,8.0,0.0,0
3466;-11838,2.0,0.0,0
3511;-11855,7.0,0.0,0
3413;-11604,1.0,0.0,0
3707;-12166,2.0,0.0,0
3414;-11788,1.0,0.0,0
3939;-12381,2.0,2.0,4.0
3920;-12104,2.0,2.0,2.0
3416;-11815,2.0,0.0,0
3504;-12050,2.0,0.0,0
3398;-11713,1.0,0.0,0
3545;-12062,4.0,0.0,0
3712;-12092,1.0,0.0,0
3478;-11900,3.0,1.0,1.0
3853;-12183,5.0,0.0,0
3621;-12174,1.0,1.0,2.0
3934;-12034,15.0,12.0,16.0
3868;-12206,2.0,0.0,0
3845;-12147,1.0,0.0,0
3949;-12166,1.0,0.0,0
3399;-11807,40.0,0.0,0
3758;-12232,181.0,0.0,0
3672;-11810,1.0,0.0,0
3579;-11801,1.0,0.0,0
3742;-12231,1.0,1.0,2.0
3698;-11902,1.0,1.0,2.0
3592;-12016,2.0,0.0,0
3931;-12103,4.0,0.0,0
3869;-12279,3.0,1.0,7.0
3452;-11992,5.0,0.0,0
3377;-11654,2.0,0.0,0
3451;-11979,1.0,0.0,0
3420;-11808,1.0,1.0,5.0
3743;-12240,1.0,0.0,0
3785;-11913,5.0,2.0,2.0
3837;-12198,1.0,0.0,0
3334;-11688,26.0,21.0,80.0
3297;-11555,7.0,0.0,0
3840;-12283,5.0,1.0,2.0
3488;-11866,3.0,0.0,0
3420;-11672,1.0,1.0,1.0
3415;-11679,1.0,1.0,2.0
4163;-12245,1.0,0.0,0
4003;-12147,5.0,4.0,9.0
3530;-11962,1.0,0.0,0
3929;-12013,9.0,0.0,0
3542;-12087,2.0,0.0,0
3830;-12094,6.0,0.0,0
3693;-12172,2.0,0.0,0
4149;-12240,1.0,0.0,0
3802;-12254,2.0,0.0,0
4067;-12359,1.0,0.0,0
3565;-11766,1.0,0.0,0
3651;-11737,29.0,0.0,0
3414;-11751,41.0,0.0,0
3880;-12072,2.0,2.0,2.0
3453;-12002,3.0,0.0,0
3813;-12259,4.0,3.0,4.0
4182;-12149,7.0,0.0,0
4078;-12334,3.0,0.0,0
4167;-12390,1.0,1.0,2.0
3357;-11785,2.0,0.0,0
3629;-12186,3.0,2.0,2.0
4073;-12301,1.0,0.0,0
3326;-11701,3.0,0.0,0
3746;-12211,6.0,0.0,0
3943;-12022,2.0,2.0,4.0
3786;-12225,10.0,0.0,0
3824;-12151,1.0,0.0,0
3791;-12258,1.0,1.0,2.0
3853;-12176,55.0,0.0,0
3382;-11703,1.0,0.0,0
3790;-12260,5.0,4.0,8.0
3981;-12026,1.0,0.0,0
3433;-11707,1.0,0.0,0
4093;-12158,2.0,0.0,0
3518;-11566,1.0,0.0,0
3364;-11759,4.0,0.0,0
3404;-11443,1.0,0.0,0
4090;-12238,1.0,0.0,0
3394;-11839,1.0,0.0,0
3421;-11825,9.0,1.0,4.0
3462;-11790,2.0,0.0,0
3914;-12158,6.0,0.0,0
4135;-12227,2.0,2.0,4.0
4094;-12363,69.0,14.0,30.0
3366;-11521,1.0,0.0,0
3702;-11979,1.0,0.0,0
3923;-12315,14.0,7.0,11.0
3400;-11748,1.0,0.0,0
3786;-12021,1.0,0.0,0
3401;-11977,2.0,0.0,0
3310;-11664,1.0,1.0,1.0
3363;-11762,2.0,0.0,0
3534;-12084,109.0,1.0,2.0
3848;-12152,1.0,0.0,0
3926;-12100,1.0,1.0,2.0
4105;-12412,2.0,2.0,3.0
3401;-11936,21.0,0.0,0
3309;-11575,38.0,0.0,0
3439;-11949,3.0,0.0,0
3690;-12180,4.0,0.0,0
3687;-11928,1.0,0.0,0
3944;-12381,5.0,0.0,0
3283;-11844,2.0,0.0,0
3775;-11859,8.0,3.0,6.0
3309;-11712,4.0,0.0,0
3645;-11686,1.0,0.0,0
3781;-11986,18.0,18.0,27.0
3832;-11921,5.0,0.0,0
3762;-11891,1.0,0.0,0
3997;-12109,1.0,1.0,7.0
3876;-12192,1.0,0.0,0
3415;-11877,1.0,0.0,0
3377;-11673,2.0,2.0,6.0
3541;-11814,9.0,0.0,0
3799;-12300,1.0,0.0,0
3341;-11468,5.0,0.0,0
3766;-12238,3.0,0.0,0
3865;-12129,1.0,0.0,0
3657;-11806,27.0,0.0,0
3957;-12034,3.0,2.0,3.0
3790;-12269,66.0,4.0,4.0
3806;-12254,1.0,0.0,0
3851;-12324,9.0,6.0,20.0
3366;-11743,3.0,0.0,0
3360;-11723,1.0,0.0,0
3401;-11805,1.0,0.0,0
3823;-11933,1.0,1.0,10.0
3438;-11891,1.0,0.0,0
3750;-12213,1.0,0.0,0
3789;-12160,1.0,0.0,0
4085;-12075,1.0,0.0,0
3858;-12133,70.0,0.0,0
3806;-12282,2.0,1.0,2.0
3820;-12072,4.0,0.0,0
3775;-11979,37.0,16.0,35.0
3804;-12163,1.0,0.0,0
3255;-11710,5.0,0.0,0
3770;-12143,3.0,0.0,0
4077;-12312,1.0,1.0,1.0
3464;-11818,3.0,0.0,0
4186;-12271,1.0,0.0,0
3474;-11998,28.0,21.0,103.0
3486;-11885,1.0,0.0,0
3712;-12165,1.0,0.0,0
3826;-12137,1.0,0.0,0
3878;-12034,4.0,1.0,2.0
3987;-12277,2.0,0.0,0
3522;-11974,2.0,0.0,0
3762;-11900,2.0,1.0,1.0
3420;-11807,1.0,0.0,0
3904;-12270,2.0,0.0,0
3815;-11935,2.0,2.0,24.0
3739;-12183,7.0,2.0,2.0
3649;-12176,12.0,3.0,3.0
3963;-12022,5.0,2.0,2.0
4076;-12278,4.0,3.0,5.0
3370;-11778,4.0,0.0,0
3377;-11638,19.0,0.0,0
3719;-12239,2.0,0.0,0
3361;-11790,6.0,0.0,0
3526;-11607,30.0,0.0,0
3583;-11803,2.0,1.0,4.0
4130;-12401,12.0,9.0,16.0
3650;-12108,2.0,0.0,0
3749;-11959,1.0,1.0,2.0
4189;-12417,43.0,0.0,0
3356;-11660,1.0,0.0,0
4027;-12219,1.0,0.0,0
3802;-11924,74.0,33.0,83.0
3785;-12193,7.0,3.0,5.0
3759;-12000,19.0,0.0,0
3678;-11836,1.0,0.0,0
3416;-11768,28.0,12.0,27.0
3838;-12288,2.0,1.0,1.0
3704;-12202,1.0,0.0,0
3856;-12147,4.0,0.0,0
3715;-12213,3.0,2.0,4.0
3766;-12084,1.0,0.0,0
3637;-12159,29.0,10.0,29.0
3871;-12201,2.0,0.0,0
3496;-11869,4.0,4.0,8.0
3843;-12145,1.0,0.0,0
3869;-12006,1.0,1.0,1.0
3311;-11732,4.0,0.0,0
3863;-12105,5.0,0.0,0
3731;-12111,1.0,0.0,0
3524;-12026,1.0,1.0,1.0
3834;-11920,7.0,2.0,2.0
3929;-12379,9.0,7.0,25.0
4129;-12355,6.0,3.0,2.0
3693;-12164,19.0,6.0,16.0
3592;-12017,2.0,0.0,0
3961;-12049,5.0,4.0,6.0
3810;-12285,20.0,9.0,20.0
3846;-12046,1.0,1.0,1.0
3864;-11956,2.0,0.0,0
3384;-11784,3.0,0.0,0
4097;-12412,21.0,1.0,3.0
3709;-12080,1.0,0.0,0
3514;-11535,4.0,0.0,0
3885;-12135,1.0,0.0,0
3736;-11869,20.0,19.0,90.0
4024;-12382,1.0,0.0,0
3484;-11460,18.0,0.0,0
4031;-12101,1.0,0.0,0
3444;-11965,6.0,0.0,0
3860;-11947,1.0,0.0,0
3937;-12024,2.0,2.0,3.0
3360;-11490,1.0,0.0,0
3870;-12342,3.0,2.0,3.0
3416;-11894,9.0,0.0,0
3366;-11572,53.0,0.0,0
3372;-11636,2.0,0.0,0
3420;-11881,4.0,0.0,0
3451;-11926,2.0,2.0,2.0
3681;-11938,2.0,0.0,0
3723;-12143,3.0,0.0,0
3566;-12127,2.0,0.0,0
3491;-12046,1.0,0.0,0
4183;-12315,2.0,1.0,2.0
3392;-11826,11.0,0.0,0
3714;-11827,1.0,0.0,0
3906;-12120,4.0,0.0,0
3311;-11651,1.0,0.0,0
3786;-11986,1.0,1.0,1.0
3677;-12179,1.0,0.0,0
3490;-11976,24.0,1.0,1.0
3328;-11729,12.0,0.0,0
3834;-12297,3.0,0.0,0
3622;-12114,2.0,0.0,0
3744;-12125,1.0,0.0,0
3934;-12022,1.0,0.0,0
3849;-12301,28.0,27.0,87.0
4144;-12054,2.0,0.0,0
3307;-11716,1.0,0.0,0
3734;-12197,4.0,0.0,0
3975;-12036,4.0,0.0,0
3709;-12164,1.0,0.0,0
3755;-12204,4.0,3.0,2.0
3376;-11690,1.0,0.0,0
3714;-12234,5.0,0.0,0
3347;-11712,1.0,0.0,0
3375;-11810,3.0,0.0,0
3335;-11716,2.0,0.0,0
3767;-12190,1.0,0.0,0
3559;-11823,1.0,0.0,0
3920;-12097,2.0,1.0,1.0
3407;-11703,1.0,0.0,0
3779;-12240,7.0,0.0,0
3794;-11920,13.0,4.0,4.0
3410;-11702,1.0,1.0,1.0
3696;-12196,2.0,0.0,0
3413;-11915,22.0,0.0,0
3426;-11839,2.0,0.0,0
3895;-12110,12.0,0.0,0
3428;-11932,1.0,0.0,0
3800;-12171,1.0,0.0,0
4108;-12213,1.0,0.0,0
3937;-12104,43.0,12.0,56.0
3398;-11772,2.0,0.0,0
3435;-11785,62.0,18.0,37.0
3387;-11654,1.0,0.0,0
3869;-12111,11.0,0.0,0
3788;-12230,9.0,0.0,0
3741;-12011,1.0,0.0,0
3588;-11623,1.0,0.0,0
3823;-12228,3.0,0.0,0
3828;-12220,6.0,5.0,11.0
3843;-12262,1.0,0.0,0
3791;-12273,1.0,0.0,0
3951;-12157,1.0,0.0,0
3737;-12207,8.0,0.0,0
3597;-11952,1.0,0.0,0
3745;-11964,2.0,1.0,1.0
3399;-11775,1.0,0.0,0
3832;-12239,13.0,4.0,5.0
3394;-11755,8.0,0.0,0
3601;-12146,2.0,2.0,8.0
3909;-12118,7.0,0.0,0
3472;-11451,1.0,0.0,0
3630;-11926,2.0,0.0,0
3882;-12271,22.0,12.0,36.0
3563;-12064,2.0,0.0,0
4175;-12266,6.0,0.0,0
3417;-11921,1.0,0.0,0
3662;-12177,5.0,0.0,0
4150;-12110,1.0,0.0,0
3851;-11956,1.0,0.0,0
3562;-11795,1.0,0.0,0
3586;-11939,2.0,0.0,0
3365;-11744,6.0,0.0,0
3786;-12223,40.0,31.0,94.0
3825;-12096,2.0,0.0,0
3775;-11981,4.0,1.0,2.0
3864;-12123,23.0,0.0,0
3835;-11951,1.0,0.0,0
3358;-11454,2.0,0.0,0
3462;-11996,2.0,0.0,0
3398;-11792,2.0,0.0,0
3773;-12105,1.0,0.0,0
3785;-12210,1.0,0.0,0
3426;-11672,2.0,0.0,0
3852;-12149,1.0,0.0,0
3751;-12183,26.0,18.0,24.0
3415;-11645,1.0,0.0,0
3846;-12047,1.0,0.0,0
3956;-12058,16.0,10.0,20.0
3679;-12189,1.0,0.0,0
3270;-11625,2.0,0.0,0
3875;-12131,3.0,0.0,0
3370;-11721,3.0,0.0,0
